entry_id,hearing_date,decision,evidence,source_quote,traceability_ok,review_flags,candidate_statement_type,top_3_JEE_candidates,JEE_similarity_values,top_3_JEE_definitions,proposed_primary_JEE_area,proposed_secondary_JEE_area,JEE_mapping_status,JEE_primary_similarity,JEE_secondary_similarity,JEE_inclusion_rule,JEE_exclusion_rules_considered,JEE_evidence_excerpt,JEE_ambiguous,JEE_all_candidates_rejected,top_3_DQ_candidates,DQ_similarity_values,top_3_DQ_definitions,proposed_primary_DQ_element,proposed_secondary_DQ_element,DQ_mapping_status,DQ_primary_similarity,DQ_secondary_similarity,DQ_evidence_excerpt,DQ_observable_indicator,DQ_exclusion_rules_considered,DQ_ambiguity_notes,ambiguity_notes,representation,human_review_required,human_candidate_statement_type,human_JEE_decision,human_primary_JEE,human_secondary_JEE,human_JEE_evidence,human_JEE_confidence,human_JEE_rationale,human_DQ_decision,human_primary_DQ,human_secondary_DQ,human_DQ_evidence,human_DQ_confidence,human_DQ_rationale,human_policy_vs_inquiry,human_overall_rationale,reviewer_name,review_date,review_status,deferred_flag,completed_at,last_touched_at,session_id
phase1-310,2023-12-13,"The NPCC issued key guidance in March 2020, known as the four Es approach: engage, explain, encourage, enforce.","The key guidance, as you will recall, was issued by the NPCC and the college in March 2020, and it was the four Es approach: engage, explain, encourage, enforce.","The key guidance, as you will recall, was issued by the NPCC and the college in March 2020, and it was the four Es approach: engage, explain, encourage, enforce.",True,[],other_candidate,R5:0.4545; R1:0.4426; CE:0.4370,0.4545; 0.4426; 0.4370,"R5 (Risk communication and community engagement) [0.4545]: Responsible entities actively listen, respond to concerns of the public and effectively engage the public and communicate, through media, social media, mass awa || R1 (Health emergency management) [0.4426]: Multisectoral actors at national intermediate and primary public health response levels are well coordinated and have a common understanding of the priority ris || CE (Chemical events) [0.4370]: Timely detection of and effective response to potential chemical risks and/or events in collaboration with other sectors responsible for chemical safety, indust",,,no_supported_mapping,,,,R5:retrieval_neighbour_without_inclusion_support; R1:retrieval_neighbour_without_inclusion_support; CE:unlikely_area_without_textual_inclusion_support,"The NPCC issued key guidance in March 2020, known as the four Es approach: engage, explain, encourage, enforce.",False,True,commitment_to_follow_through:0.3054; useful_information:0.2912; helpful_frame:0.2672,0.3054; 0.2912; 0.2672,"commitment_to_follow_through (Commitment to follow through) [0.3054]: Evidence of intent or mechanism to implement or act on the chosen course. || useful_information (Useful information) [0.2912]: Relevant facts, data, modelling, advice or uncertainty characterisation used in the passage. || helpful_frame (Helpful frame) [0.2672]: Clarifying what is being decided and what is not, including purpose, scope and perspective (Decision Education Foundation).",,,insufficient_evidence,,,,,top retrieved DQ cards lacked explicit process evidence in text,Sparse DQ is acceptable; non-observation ≠ absence.,All top-3 retrieved JEE candidates rejected by inclusion/exclusion rules.,journal_cache_decision_evidence_source_quote__framework_card_embeddings,True,implementation_statement,replace,R5,,"the four Es approach: engage, explain, encourage, enforce",high,"The guidance established an approach for police engagement and communication with the public during the COVID-19 response, progressing from engagement and explanation to encouragement and enforcement.",replace,commitment_to_follow_through,,"The key guidance, as you will recall, was issued by the NPCC and the college in March 2020",high,"The passage confirms that the four Es approach was formally issued as operational guidance in March 2020, providing direct evidence that the chosen enforcement approach was put into effect.",policy_content,"This traceable passage records the formal issue of NPCC and College guidance establishing the four Es approach—engage, explain, encourage and enforce—in March 2020. It supports R5 through an engagement-led public-facing approach and demonstrates commitment to follow through through the issuance of operational guidance.",AL,2026-07-27,complete,,2026-07-27T05:53:07.638286+00:00,2026-07-27T05:53:07.638286+00:00,d5af39dd997f
phase1-311,2023-12-13,Enforcement was established as the last resort after the first three Es had been undertaken.,"That approach, I would suggest, was inherently flexible and the message was simple: enforcement was the last resort after the first three Es had been undertaken.","That approach, I would suggest, was inherently flexible and the message was simple: enforcement was the last resort after the first three Es had been undertaken.",True,[],other_candidate,R3:0.3420; P1:0.3353; R5:0.3326,0.3420; 0.3353; 0.3326,"R3 (Health services provision) [0.3420]: Resilient health systems that are capable of delivering emergency related clinical care, and optimal utilization of health services while ensuring continuity of || P1 (Legal instruments) [0.3353]: Legal instruments are in place in all relevant sectors to support IHR implementation including core capacity development and maintenance. || R5 (Risk communication and community engagement) [0.3326]: Responsible entities actively listen, respond to concerns of the public and effectively engage the public and communicate, through media, social media, mass awa",,,no_supported_mapping,,,,R3:no_inclusion_cue_overlap_and_moderate_or_low_similarity; P1:no_inclusion_cue_overlap_and_moderate_or_low_similarity; R5:no_inclusion_cue_overlap_and_moderate_or_low_similarity,Enforcement was established as the last resort after the first three Es had been undertaken.,False,True,commitment_to_follow_through:0.3050; clear_values:0.2775; sound_reasoning:0.2608,0.3050; 0.2775; 0.2608,"commitment_to_follow_through (Commitment to follow through) [0.3050]: Evidence of intent or mechanism to implement or act on the chosen course. || clear_values (Clear values) [0.2775]: Stated preferences, priorities or trade-offs that identify what mattered in the choice. || sound_reasoning (Sound reasoning) [0.2608]: Linking alternatives, information and values to justify why a course was preferred.",,,insufficient_evidence,,,,,top retrieved DQ cards lacked explicit process evidence in text,Sparse DQ is acceptable; non-observation ≠ absence.,All top-3 retrieved JEE candidates rejected by inclusion/exclusion rules.,journal_cache_decision_evidence_source_quote__framework_card_embeddings,True,retrospective_judgement,no_mapping,,,,high,"The passage clearly evaluates enforcement as a last resort within the four-Es policing approach, but this excerpt does not identify the preceding Es or otherwise evidence a specific JEE risk-communication or community-engagement capacity.",replace,clear_values,,enforcement was the last resort after the first three Es had been undertaken,medium,"The passage establishes a clear preference for less coercive engagement measures before enforcement, making enforcement the final option.",policy_content,"This traceable passage retrospectively evaluates enforcement as a last resort after the first three Es. It expresses a clear preference for less coercive measures before enforcement, but the excerpt alone does not support a specific JEE capacity.",AL,2026-07-27,complete,,2026-07-27T05:56:23.155870+00:00,2026-07-27T05:56:23.155870+00:00,d5af39dd997f
phase1-312,2023-12-13,"The objective of the police response was compliance, not enforcement.","As Martin Hewitt explained to you, compliance, not enforcement, was the object of the exercise and, I would suggest, the proper metric of success.","As Martin Hewitt explained to you, compliance, not enforcement, was the object of the exercise and, I would suggest, the proper metric of success.",True,[],other_candidate,R5:0.3353; R1:0.3208; P1:0.3147,0.3353; 0.3208; 0.3147,"R5 (Risk communication and community engagement) [0.3353]: Responsible entities actively listen, respond to concerns of the public and effectively engage the public and communicate, through media, social media, mass awa || R1 (Health emergency management) [0.3208]: Multisectoral actors at national intermediate and primary public health response levels are well coordinated and have a common understanding of the priority ris || P1 (Legal instruments) [0.3147]: Legal instruments are in place in all relevant sectors to support IHR implementation including core capacity development and maintenance.",,,no_supported_mapping,,,,R5:no_inclusion_cue_overlap_and_moderate_or_low_similarity; R1:no_inclusion_cue_overlap_and_moderate_or_low_similarity; P1:no_inclusion_cue_overlap_and_moderate_or_low_similarity,"The objective of the police response was compliance, not enforcement.",False,True,commitment_to_follow_through:0.3215; clear_values:0.2953; helpful_frame:0.2776,0.3215; 0.2953; 0.2776,"commitment_to_follow_through (Commitment to follow through) [0.3215]: Evidence of intent or mechanism to implement or act on the chosen course. || clear_values (Clear values) [0.2953]: Stated preferences, priorities or trade-offs that identify what mattered in the choice. || helpful_frame (Helpful frame) [0.2776]: Clarifying what is being decided and what is not, including purpose, scope and perspective (Decision Education Foundation).",helpful_frame,,ambiguous,0.2776,,"The objective of the police response was compliance, not enforcement.",objective,recommendation≠commitment rule applied where relevant,Weak textual gate / moderate similarity,All top-3 retrieved JEE candidates rejected by inclusion/exclusion rules.,journal_cache_decision_evidence_source_quote__framework_card_embeddings,True,retrospective_judgement,no_mapping,,,,high,"The passage clearly evaluates compliance rather than enforcement as the objective and preferred success metric, but it does not evidence a specific JEE risk-communication or community-engagement capacity.",accept,helpful_frame,clear_values,"As Martin Hewitt explained to you, compliance, not enforcement, was the object of the exercise and, I would suggest, the proper metric of success.",high,The passage clearly defines the objective of the police response as compliance rather than enforcement and identifies compliance as the preferred measure of success.,policy_content,"This traceable passage retrospectively evaluates compliance rather than enforcement as the objective and proper measure of success. It provides observable framing and a clear policy priority, but it does not establish a specific JEE risk-communication or community-engagement capacity.",AL,2026-07-27,complete,,2026-07-27T05:58:52.573994+00:00,2026-07-27T05:58:52.573994+00:00,d5af39dd997f
phase1-185,2023-12-11,Proposals for the regulations were drafted and sent out for consultation.,the proposals were drafted and then went out for consultation.,the proposals were drafted and then went out for consultation,True,[],other_candidate,R5:0.2038; P1:0.1958; R2:0.1869,0.2038; 0.1958; 0.1869,"R5 (Risk communication and community engagement) [0.2038]: Responsible entities actively listen, respond to concerns of the public and effectively engage the public and communicate, through media, social media, mass awa || P1 (Legal instruments) [0.1958]: Legal instruments are in place in all relevant sectors to support IHR implementation including core capacity development and maintenance. || R2 (Linking public health and security authorities) [0.1869]: Development and implementation of a MoU or other similar framework outlining roles, responsibilities and best practices for sharing relevant information between",P1,,ambiguous_substantive,0.1958,,inclusion cue token overlap: ['regulations'],R5:no_inclusion_cue_overlap_and_moderate_or_low_similarity; R2:no_inclusion_cue_overlap_and_moderate_or_low_similarity,Proposals for the regulations were drafted and sent out for consultation.,True,False,creative_alternatives:0.2172; helpful_frame:0.2039; useful_information:0.2039,0.2172; 0.2039; 0.2039,"creative_alternatives (Creative alternatives) [0.2172]: Evidence that more than one actionable option or course of action was generated or compared. || helpful_frame (Helpful frame) [0.2039]: Clarifying what is being decided and what is not, including purpose, scope and perspective (Decision Education Foundation). || useful_information (Useful information) [0.2039]: Relevant facts, data, modelling, advice or uncertainty characterisation used in the passage.",,,insufficient_evidence,,,,,top retrieved DQ cards lacked explicit process evidence in text,Sparse DQ is acceptable; non-observation ≠ absence.,Low margin / weak cue overlap,journal_cache_decision_evidence_source_quote__framework_card_embeddings,True,implementation_statement,insufficient_evidence,,,,high,"The passage mentions draft regulations but does not identify their subject, purpose or relationship to public-health emergency capacity, so there is insufficient evidence to assign a JEE technical area.",insufficient_evidence,,,,high,"The passage records drafting and consultation activity but provides no observable evidence of framing, information use, alternatives, values, reasoning or commitment to a final course of action.",policy_content,"This traceable entry records a stage in the development of proposed regulations: drafting followed by consultation. The subject and purpose of the regulations are not stated, so the passage is insufficient for JEE or Decision Quality mapping.",AL,2026-07-27,complete,,2026-07-27T06:02:15.012361+00:00,2026-07-27T06:02:15.012361+00:00,d5af39dd997f
phase1-407,2024-05-23,There is a gold SRO in overall co-ordination of the ten SROs.,proposed that there is a gold SRO in overall co-ordination of the ten SROs.,you proposed that there is a gold SRO in overall co-ordination of the ten SROs.,True,[],proposed_decision,P3:0.3203; R2:0.3105; R1:0.2772,0.3203; 0.3105; 0.2772,"P3 (IHR coordination, National IHR Focal Point functions and advocacy) [0.3203]: A mechanism for multisectoral/multidisciplinary coordination, communication and partnerships to detect, assess and respond to any public health event or risk. A || R2 (Linking public health and security authorities) [0.3105]: Development and implementation of a MoU or other similar framework outlining roles, responsibilities and best practices for sharing relevant information between || R1 (Health emergency management) [0.2772]: Multisectoral actors at national intermediate and primary public health response levels are well coordinated and have a common understanding of the priority ris",,,insufficient_evidence,,,,P3:no_inclusion_cue_overlap_and_moderate_or_low_similarity; R2:no_inclusion_cue_overlap_and_moderate_or_low_similarity; R1:no_inclusion_cue_overlap_and_moderate_or_low_similarity,There is a gold SRO in overall co-ordination of the ten SROs.,False,True,sound_reasoning:0.1630; commitment_to_follow_through:0.1627; creative_alternatives:0.1540,0.1630; 0.1627; 0.1540,"sound_reasoning (Sound reasoning) [0.1630]: Linking alternatives, information and values to justify why a course was preferred. || commitment_to_follow_through (Commitment to follow through) [0.1627]: Evidence of intent or mechanism to implement or act on the chosen course. || creative_alternatives (Creative alternatives) [0.1540]: Evidence that more than one actionable option or course of action was generated or compared.",,,insufficient_evidence,,,,,top retrieved DQ cards lacked explicit process evidence in text,Sparse DQ is acceptable; non-observation ≠ absence.,All top-3 retrieved JEE candidates rejected by inclusion/exclusion rules.,journal_cache_decision_evidence_source_quote__framework_card_embeddings,True,proposed_decision,insufficient_evidence,,,,high,"The passage proposes a senior coordination structure but does not identify the policy area, emergency function or public-health capacity being coordinated, so there is insufficient evidence for a JEE mapping.",replace,helpful_frame,,a gold SRO in overall co-ordination of the ten SROs,medium,The proposal defines a specific governance arrangement and clarifies the intended coordinating role of the gold SRO over the ten SROs.,policy_content,"This traceable entry records a concrete proposal for a gold SRO to coordinate ten other SROs. It provides some framing of the proposed governance structure, but the excerpt lacks enough contextual detail to assign a JEE technical area.",AL,2026-07-27,complete,,2026-07-27T06:04:41.104836+00:00,2026-07-27T06:04:41.104836+00:00,d5af39dd997f
phase1-059,2023-11-30,We need to ramp up testing not stop testing.,We also need urgently to address the WHO criticisms of our approach.,"""We also need urgently to address the WHO criticisms of our approach.""",True,[],other_candidate,P4:0.3790; D1:0.3625; R1:0.3324,0.3790; 0.3625; 0.3324,"P4 (Antimicrobial resistance (AMR)) [0.3790]: Decisive and comprehensive action to prevent the emergence and spread of AMR, which poses a substantial and evolving threat to disease control and health securi || D1 (National laboratory system) [0.3625]: Effective use of a nationwide laboratory system, including all relevant sectors, capable of safely and accurately detecting and characterizing pathogens causing || R1 (Health emergency management) [0.3324]: Multisectoral actors at national intermediate and primary public health response levels are well coordinated and have a common understanding of the priority ris",D1,,ambiguous_substantive,0.3625,,inclusion cue token overlap: ['testing'],P4:unlikely_area_without_textual_inclusion_support; R1:no_inclusion_cue_overlap_and_moderate_or_low_similarity,We need to ramp up testing not stop testing.,True,False,useful_information:0.2510; clear_values:0.2301; commitment_to_follow_through:0.2080,0.2510; 0.2301; 0.2080,"useful_information (Useful information) [0.2510]: Relevant facts, data, modelling, advice or uncertainty characterisation used in the passage. || clear_values (Clear values) [0.2301]: Stated preferences, priorities or trade-offs that identify what mattered in the choice. || commitment_to_follow_through (Commitment to follow through) [0.2080]: Evidence of intent or mechanism to implement or act on the chosen course.",,,insufficient_evidence,,,,,top retrieved DQ cards lacked explicit process evidence in text,Sparse DQ is acceptable; non-observation ≠ absence.,Low margin / weak cue overlap,journal_cache_decision_evidence_source_quote__framework_card_embeddings,True,recommendation,insufficient_evidence,,,,high,The source excerpt refers generally to addressing WHO criticisms but does not state what those criticisms concerned. It therefore provides insufficient evidence to map the passage to D1 testing or any other JEE technical area.,insufficient_evidence,,,,high,"The passage expresses urgency but does not identify the content of the WHO criticisms or provide observable evidence of information use, alternatives, values, reasoning or implementation commitment.",policy_content,"The traceable source records a general recommendation to address WHO criticisms of the government’s approach. However, it does not mention increasing or continuing testing, so the generated candidate decision is not supported by the displayed original text and cannot be reliably mapped to JEE or Decision Quality.",AL,2026-07-27,complete,,2026-07-27T06:11:30.137191+00:00,2026-07-27T06:11:30.137191+00:00,5bf4ab0ff44f
phase1-169,2023-12-11,The approval process for PPE contracts was amended rapidly to ensure speed and efficiency.,"The approval process was amended at great speed, very rapidly.","The approval process was amended at great speed, very rapidly.",True,[],other_candidate,P4:0.2584; R1:0.2401; R2:0.2213,0.2584; 0.2401; 0.2213,"P4 (Antimicrobial resistance (AMR)) [0.2584]: Decisive and comprehensive action to prevent the emergence and spread of AMR, which poses a substantial and evolving threat to disease control and health securi || R1 (Health emergency management) [0.2401]: Multisectoral actors at national intermediate and primary public health response levels are well coordinated and have a common understanding of the priority ris || R2 (Linking public health and security authorities) [0.2213]: Development and implementation of a MoU or other similar framework outlining roles, responsibilities and best practices for sharing relevant information between",,,insufficient_evidence,,,,P4:unlikely_area_without_textual_inclusion_support; R1:no_inclusion_cue_overlap_and_moderate_or_low_similarity; R2:no_inclusion_cue_overlap_and_moderate_or_low_similarity,The approval process for PPE contracts was amended rapidly to ensure speed and efficiency.,False,True,commitment_to_follow_through:0.2187; clear_values:0.1821; creative_alternatives:0.1794,0.2187; 0.1821; 0.1794,"commitment_to_follow_through (Commitment to follow through) [0.2187]: Evidence of intent or mechanism to implement or act on the chosen course. || clear_values (Clear values) [0.1821]: Stated preferences, priorities or trade-offs that identify what mattered in the choice. || creative_alternatives (Creative alternatives) [0.1794]: Evidence that more than one actionable option or course of action was generated or compared.",,,insufficient_evidence,,,,,top retrieved DQ cards lacked explicit process evidence in text,Sparse DQ is acceptable; non-observation ≠ absence.,All top-3 retrieved JEE candidates rejected by inclusion/exclusion rules.,journal_cache_decision_evidence_source_quote__framework_card_embeddings,True,implementation_statement,insufficient_evidence,,,,high,"The source confirms that an approval process was amended rapidly but does not identify what the process covered or which public-health emergency capacity it supported, so a JEE mapping cannot be determined.",replace,commitment_to_follow_through,,"The approval process was amended at great speed, very rapidly.",high,"The passage confirms that the process change was actually implemented, providing direct evidence of follow-through.",policy_content,"The traceable source records the rapid implementation of a change to an approval process. However, it does not identify PPE contracts or explain the purpose of the amendment, so the generated candidate contains unsupported detail and no specific JEE mapping can be made.",AL,2026-07-27,complete,,2026-07-27T06:13:33.241515+00:00,2026-07-27T06:13:33.241515+00:00,5bf4ab0ff44f
phase1-033,2023-11-30,Legal draft legislation should be published and ready for future enactment.,We should already have published legal draft legislation -- published draft legislation that is ready in case it needs to be enacted.,We should already have published legal draft legislation -- published draft legislation that is ready in case it needs to be enacted.,True,[],enacted_or_authorised_decision,P1:0.3797; RE:0.2700; R1:0.2677,0.3797; 0.2700; 0.2677,P1 (Legal instruments) [0.3797]: Legal instruments are in place in all relevant sectors to support IHR implementation including core capacity development and maintenance. || RE (Radiation emergencies) [0.2700]: Timely detection and effective response to potential radiological emergencies and nuclear accidents in a cross-sectoral coordinated manner. || R1 (Health emergency management) [0.2677]: Multisectoral actors at national intermediate and primary public health response levels are well coordinated and have a common understanding of the priority ris,P1,,ambiguous_substantive,0.3797,,"inclusion cue token overlap: ['legal', 'legislation']",RE:unlikely_area_without_textual_inclusion_support; R1:no_inclusion_cue_overlap_and_moderate_or_low_similarity,Legal draft legislation should be published and ready for future enactment.,True,False,commitment_to_follow_through:0.3108; useful_information:0.2187; clear_values:0.2131,0.3108; 0.2187; 0.2131,"commitment_to_follow_through (Commitment to follow through) [0.3108]: Evidence of intent or mechanism to implement or act on the chosen course. || useful_information (Useful information) [0.2187]: Relevant facts, data, modelling, advice or uncertainty characterisation used in the passage. || clear_values (Clear values) [0.2131]: Stated preferences, priorities or trade-offs that identify what mattered in the choice.",commitment_to_follow_through,,ambiguous,0.3108,,Legal draft legislation should be published and ready for future enactment.,published,recommendation≠commitment rule applied where relevant,Weak textual gate / moderate similarity,Low margin / weak cue overlap,journal_cache_decision_evidence_source_quote__framework_card_embeddings,True,retrospective_judgement,accept_primary,P1,,We should already have published legal draft legislation -- published draft legislation that is ready in case it needs to be enacted.,high,"The passage concerns legal preparedness through maintaining published draft legislation that could be enacted when required during a future emergency, which directly supports P1 Legal instruments.",replace,helpful_frame,,published draft legislation that is ready in case it needs to be enacted,medium,The passage identifies a concrete preparedness arrangement and its purpose: keeping draft legislation ready for enactment if circumstances require it.,policy_content,"This traceable passage retrospectively judges that draft emergency legislation should already have been published and kept ready for enactment. It supports P1 Legal instruments and provides a clear preparedness frame, but it does not show that the action was authorised or implemented.",AL,2026-07-27,complete,,2026-07-27T06:16:18.046317+00:00,2026-07-27T06:16:18.046317+00:00,5bf4ab0ff44f
phase1-274,2023-12-13,Children's rights need to be placed on a statutory footing.,they need the enforceability of their rights to be placed on a statutory footing.,they need the enforceability of their rights to be placed on a statutory footing.,False,[],other_candidate,P1:0.3194; R3:0.2376; P2:0.2338,0.3194; 0.2376; 0.2338,"P1 (Legal instruments) [0.3194]: Legal instruments are in place in all relevant sectors to support IHR implementation including core capacity development and maintenance. || R3 (Health services provision) [0.2376]: Resilient health systems that are capable of delivering emergency related clinical care, and optimal utilization of health services while ensuring continuity of || P2 (Financing) [0.2338]: Financial resources are available in all relevant sectors and public financial management systems enable IHR implementation including core capacity development ",,,insufficient_evidence,,,,P1:no_inclusion_cue_overlap_and_moderate_or_low_similarity; R3:no_inclusion_cue_overlap_and_moderate_or_low_similarity; P2:no_inclusion_cue_overlap_and_moderate_or_low_similarity,Children's rights need to be placed on a statutory footing.,False,True,commitment_to_follow_through:0.2384; clear_values:0.2174; sound_reasoning:0.1765,0.2384; 0.2174; 0.1765,"commitment_to_follow_through (Commitment to follow through) [0.2384]: Evidence of intent or mechanism to implement or act on the chosen course. || clear_values (Clear values) [0.2174]: Stated preferences, priorities or trade-offs that identify what mattered in the choice. || sound_reasoning (Sound reasoning) [0.1765]: Linking alternatives, information and values to justify why a course was preferred.",,,insufficient_evidence,,,,,top retrieved DQ cards lacked explicit process evidence in text,Sparse DQ is acceptable; non-observation ≠ absence.,All top-3 retrieved JEE candidates rejected by inclusion/exclusion rules.,journal_cache_decision_evidence_source_quote__framework_card_embeddings,True,recommendation,no_mapping,,,,high,"The passage clearly recommends placing the enforceability of rights on a statutory footing, but it does not evidence a specific IHR or public-health emergency preparedness capacity.",replace,clear_values,,they need the enforceability of their rights to be placed on a statutory footing.,high,"The passage explicitly prioritises legal enforceability of the relevant group's rights, identifying the protective value behind the recommendation.",policy_content,"This passage recommends placing the enforceability of a group's rights on a statutory footing. It expresses a clear protective value but does not support a specific JEE technical-area mapping. The displayed excerpt does not identify the group as children, and traceability is false.",AL,2026-07-27,complete,,2026-07-27T06:18:59.375506+00:00,2026-07-27T06:18:59.375506+00:00,984c2bd198d8
phase1-042,2023-11-30,The MIG system was implemented to replace the previous decision-making process.,"The previous decision-making process was actively circumvented, and it was then replaced with the MIG system, which was better.","It was then replaced with the MIG system, which was better.",True,[],implementation_statement,P4:0.2166; D2:0.2124; D1:0.2009,0.2166; 0.2124; 0.2009,"P4 (Antimicrobial resistance (AMR)) [0.2166]: Decisive and comprehensive action to prevent the emergence and spread of AMR, which poses a substantial and evolving threat to disease control and health securi || D2 (Surveillance) [0.2124]: (1) A functioning public health surveillance system capable of identifying potential events of concern for public health and health security. Enhanced national  || D1 (National laboratory system) [0.2009]: Effective use of a nationwide laboratory system, including all relevant sectors, capable of safely and accurately detecting and characterizing pathogens causing",,,no_supported_mapping,,,,P4:unlikely_area_without_textual_inclusion_support; D2:no_inclusion_cue_overlap_and_moderate_or_low_similarity; D1:no_inclusion_cue_overlap_and_moderate_or_low_similarity,The MIG system was implemented to replace the previous decision-making process.,False,True,sound_reasoning:0.3260; creative_alternatives:0.3119; helpful_frame:0.2907,0.3260; 0.3119; 0.2907,"sound_reasoning (Sound reasoning) [0.3260]: Linking alternatives, information and values to justify why a course was preferred. || creative_alternatives (Creative alternatives) [0.3119]: Evidence that more than one actionable option or course of action was generated or compared. || helpful_frame (Helpful frame) [0.2907]: Clarifying what is being decided and what is not, including purpose, scope and perspective (Decision Education Foundation).",,,insufficient_evidence,,,,,top retrieved DQ cards lacked explicit process evidence in text,Sparse DQ is acceptable; non-observation ≠ absence.,All top-3 retrieved JEE candidates rejected by inclusion/exclusion rules.,journal_cache_decision_evidence_source_quote__framework_card_embeddings,True,implementation_statement,insufficient_evidence,,,,high,"The passage confirms that the previous decision-making process was replaced by the MIG system, but it does not explain the system’s functions or identify a specific public-health preparedness or response capacity, so a JEE mapping cannot be determined.",replace,commitment_to_follow_through,,"The previous decision-making process was actively circumvented, and it was then replaced with the MIG system, which was better.",high,"The passage confirms that the previous process was actually replaced with the MIG system, providing direct evidence that the organisational change was implemented.",policy_content,"This traceable passage records the implementation of a change to the COVID-era decision-making process, replacing the previous arrangement with the MIG system. It demonstrates follow-through, but the excerpt does not explain the MIG system sufficiently to support a specific JEE mapping.",AL,2026-07-27,complete,,2026-07-27T06:21:53.601029+00:00,2026-07-27T06:21:53.601029+00:00,984c2bd198d8
phase1-116,2023-12-07,"The top fine for non-compliance was set at £10,000.","Well, I remember the top whack fine was £10,000.","Well, I remember the top whack fine was £10,000.",True,[],other_candidate,R4:0.1071; CE:0.1033; P6:0.1020,0.1071; 0.1033; 0.1020,"R4 (Infection prevention and control) [0.1071]: Prevent HCAIs and emergence and spread of AMR. || CE (Chemical events) [0.1033]: Timely detection of and effective response to potential chemical risks and/or events in collaboration with other sectors responsible for chemical safety, indust || P6 (Food safety) [0.1020]: Timely detection and effective response of potential food-related events in collaboration with other sectors responsible for food safety.",,,insufficient_evidence,,,,R4:no_inclusion_cue_overlap_and_moderate_or_low_similarity; CE:unlikely_area_without_textual_inclusion_support; P6:unlikely_area_without_textual_inclusion_support,"The top fine for non-compliance was set at £10,000.",False,True,clear_values:0.1702; commitment_to_follow_through:0.1401; sound_reasoning:0.1280,0.1702; 0.1401; 0.1280,"clear_values (Clear values) [0.1702]: Stated preferences, priorities or trade-offs that identify what mattered in the choice. || commitment_to_follow_through (Commitment to follow through) [0.1401]: Evidence of intent or mechanism to implement or act on the chosen course. || sound_reasoning (Sound reasoning) [0.1280]: Linking alternatives, information and values to justify why a course was preferred.",,,insufficient_evidence,,,,,top retrieved DQ cards lacked explicit process evidence in text,Sparse DQ is acceptable; non-observation ≠ absence.,All top-3 retrieved JEE candidates rejected by inclusion/exclusion rules.,journal_cache_decision_evidence_source_quote__framework_card_embeddings,True,evidence_or_information_statement,no_mapping,,,,high,The passage clearly recalls the amount of a fine but does not evidence a specific public-health preparedness or response capacity covered by the JEE framework.,insufficient_evidence,,,,high,"The passage only recalls the amount of a fine and provides no observable evidence of framing, information use, alternatives, values, reasoning or implementation commitment.",policy_content,"This traceable passage records the speaker’s recollection that the maximum fine was £10,000. It is a factual policy-related statement rather than a decision, and it does not support a JEE or Decision Quality mapping.",AL,2026-07-27,complete,,2026-07-27T06:23:27.628563+00:00,2026-07-27T06:23:27.628563+00:00,984c2bd198d8
phase1-084,2023-12-01,Voices in the health and social care system were corralled to support public health actions.,I corralled the voices that I knew would support the -- what was needed in the public health interest.,I corralled the voices that I knew would support the -- what was needed in the public health interest.,True,[],other_candidate,R2:0.3371; P5:0.3341; P3:0.3278,0.3371; 0.3341; 0.3278,"R2 (Linking public health and security authorities) [0.3371]: Development and implementation of a MoU or other similar framework outlining roles, responsibilities and best practices for sharing relevant information between || P5 (Zoonotic disease) [0.3341]: Functional animal health, public health systems and environmental health work individually and collaboratively together through documented mechanisms of coordin || P3 (IHR coordination, National IHR Focal Point functions and advocacy) [0.3278]: A mechanism for multisectoral/multidisciplinary coordination, communication and partnerships to detect, assess and respond to any public health event or risk. A",,,no_supported_mapping,,,,R2:no_inclusion_cue_overlap_and_moderate_or_low_similarity; P5:unlikely_area_without_textual_inclusion_support; P3:no_inclusion_cue_overlap_and_moderate_or_low_similarity,Voices in the health and social care system were corralled to support public health actions.,False,True,clear_values:0.3018; sound_reasoning:0.2650; useful_information:0.2565,0.3018; 0.2650; 0.2565,"clear_values (Clear values) [0.3018]: Stated preferences, priorities or trade-offs that identify what mattered in the choice. || sound_reasoning (Sound reasoning) [0.2650]: Linking alternatives, information and values to justify why a course was preferred. || useful_information (Useful information) [0.2565]: Relevant facts, data, modelling, advice or uncertainty characterisation used in the passage.",,,insufficient_evidence,,,,,top retrieved DQ cards lacked explicit process evidence in text,Sparse DQ is acceptable; non-observation ≠ absence.,All top-3 retrieved JEE candidates rejected by inclusion/exclusion rules.,journal_cache_decision_evidence_source_quote__framework_card_embeddings,True,implementation_statement,no_mapping,,,,high,"The passage clearly describes an individual bringing supportive voices together in the public-health interest, but it does not evidence a formal multisectoral coordination mechanism or another specific JEE capacity.",replace,commitment_to_follow_through,clear_values,I corralled the voices that I knew would support the -- what was needed in the public health interest.,medium,"The speaker describes taking action to mobilise support, showing follow-through, and identifies the public-health interest as the objective being prioritised.",policy_content,"This traceable passage records an individual action to mobilise supportive voices in pursuit of the public-health interest. It is substantive policy activity rather than a formal decision, and it does not demonstrate a specific JEE coordination capacity. The generated candidate also adds a health-and-social-care context that is not present in the original excerpt.",AL,2026-07-27,complete,,2026-07-27T06:25:56.348005+00:00,2026-07-27T06:25:56.348005+00:00,984c2bd198d8
